"coben_breaker" "coben_dropshot" "coben_fadeaway" "coben_falsemove" "coben_goneforgood" "coben_nosecondchance" "coben_tellnoone" "galbraith_cuckoos" "lewis_battle" "lewis_caspian" "lewis_chair" "lewis_horse" "lewis_lion" "lewis_nephew" "lewis_voyage" "rowling_casual" "rowling_chamber" "rowling_goblet" "rowling_hallows" "rowling_order" "rowling_prince" "rowling_prisoner" "rowling_stone" "tolkien_lord1" "tolkien_lord2" "tolkien_lord3"
"do" 0.26989264005159 0.266249021143305 0.260663507109005 0.225744712175492 0.254073776911762 0.265435871240799 0.245240323669838 0.126120882014608 0.247269730063878 0.2776492364646 0.260507120527961 0.259184597029662 0.279843287758855 0.27620991953885 0.226898859833229 0.116131886497978 0.151417336698163 0.180062630480167 0.171678512848551 0.204741710457577 0.229150794115923 0.116572760831552 0.189520765158503 0.249861032347178 0.256328929567801 0.201854398651346
"down" 0.174355422334213 0.176194205168363 0.188445046264951 0.157039799774255 0.187212256671825 0.244456403754413 0.215621927091355 0.188488351142711 0.201479039311308 0.235781494458033 0.272085214773648 0.226272267248118 0.223874630207084 0.199351507145431 0.217444740673511 0.222432502181313 0.19719467104877 0.245824634655532 0.176052487698196 0.218954549645063 0.174060833382172 0.262288711870993 0.224897974654756 0.22684012824328 0.269274835101528 0.210727119471186
"your" 0.263921563944254 0.283215870529888 0.242608891897991 0.322667713598665 0.260759928935756 0.220740483987193 0.20732877604938 0.164927307249872 0.233532522838107 0.332738370683766 0.245069661533712 0.335294359649484 0.20521841102316 0.261798967215083 0.242025450488778 0.109987342238826 0.150243558894301 0.164405010438413 0.15199562602515 0.201668664146769 0.213913145402333 0.213716728191179 0.168041745107206 0.184167232831178 0.269922130378215 0.234387708324091
"an" 0.220929815971434 0.266249021143305 0.227939517039043 0.220837218432547 0.202494889869525 0.186078755096642 0.203774568459962 0.316688148794922 0.135082537720081 0.1784887948701 0.187179190305276 0.139877401571564 0.13592388262573 0.177735078659781 0.185300735530471 0.235950499551448 0.203063560068079 0.217640918580376 0.190814652815746 0.248532620386589 0.249663013538065 0.262288711870993 0.247640466473777 0.156092959533742 0.155350866404728 0.115345370657912
"Myron" 1.50351696382722 1.63925867919603 1.65312570525841 1.76547087402464 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"did" 0.238843044293443 0.285826155050901 0.234709997743173 0.280954016783629 0.300876841079718 0.261787268199688 0.214437191228216 0.219672085706762 0.112187192343797 0.1256032260197 0.16209331943962 0.139877401571564 0.170571146824445 0.172931427885193 0.168283321042978 0.231034864144126 0.0985973355243852 0.150313152400835 0.231273920174959 0.204741710457577 0.244388442829514 0.0728579755197202 0.113712459095102 0.147109192078563 0.184479153855614 0.133090812297591
"by" 0.125392598254057 0.150091359958235 0.14218009478673 0.131275457623792 0.120350736431887 0.125876804918317 0.12084305804021 0.230066663894779 0.222084850149965 0.1917101870827 0.277874261896492 0.275640761920434 0.130593534287466 0.196949681758136 0.223117212169342 0.242095043810601 0.203063560068079 0.173277661795407 0.169491525423729 0.188608217325835 0.219773779522944 0.17971633961531 0.180676462784439 0.279058276576511 0.247266795694192 0.275793738816675
"are" 0.152859548347803 0.125293657008614 0.165876777251185 0.168081660695883 0.16046764857585 0.15962638304859 0.126766737355906 0.0762269067121256 0.302218558966962 0.286463497939666 0.221913473042337 0.277697782531781 0.229204978545348 0.199351507145431 0.228789683665173 0.082951347498556 0.106813780151417 0.15553235908142 0.181519956260251 0.199363879413663 0.177577213854539 0.155430347775403 0.171832160410376 0.356543270877433 0.373489374648033 0.274314952013368
"Ron" 0 0 0 0.00368062030720911 0.0019103291497125 0 0 0 0 0 0 0 0 0 0 0 0.762955572510124 0.511482254697286 0.557681793329688 0.462109338987739 0.468850729648948 0.534291820477948 0.51675995299885 0 0 0
"when" 0.163607485341008 0.151396502218742 0.178289325208756 0.154586052902783 0.192943244120962 0.184254453576087 0.187188266376011 0.212049395035549 0.249559264601507 0.255613582776933 0.283663309019335 0.267412679475048 0.357133338663682 0.22096793563108 0.276060279463762 0.231649318570042 0.154938670109748 0.178496868475992 0.139420448332422 0.192449525214345 0.193986989392252 0.174859141247329 0.176886047481269 0.162830785125127 0.143052256147687 0.19593925143812
"who" 0.139723180911664 0.165753067084312 0.170390431053938 0.142317318545419 0.110799090683325 0.117667448075818 0.113734642861374 0.245312045237204 0.240401126450993 0.242392190564333 0.196827602176682 0.211873122968692 0.175901495162709 0.153716824786838 0.15315673038743 0.235336045125533 0.228886671753037 0.242693110647182 0.224166211044286 0.242002396976122 0.288343198734103 0.247717116767049 0.186993821623056 0.0988214420069737 0.0744389568189321 0.121999911272792
"looked" 0.230483537743172 0.215348472983555 0.271947641615888 0.332482701084556 0.272221903834031 0.232598443870803 0.242870851943559 0.106024697517775 0.162556952171623 0.1189925299134 0.158233954691058 0.117250174846752 0.199888062684896 0.153716824786838 0.168283321042978 0.0460840819436422 0.181935559598568 0.252087682672234 0.211044286495353 0.207814756768385 0.195745179628436 0.213716728191179 0.213526728745246 0.139248395555281 0.115218559250173 0.141224139715777
"more" 0.151665333126336 0.174889062907857 0.165876777251185 0.158266673209992 0.166198636024987 0.154153478486924 0.191927209828569 0.134436544565022 0.196899970236051 0.222560102245433 0.164023001813901 0.215987164191385 0.197222888515764 0.216164284856491 0.185300735530471 0.147469062219655 0.146722225482716 0.181106471816284 0.177692728266812 0.197059094680557 0.189298482095763 0.14571595103944 0.135191479146398 0.21392596252646 0.225906051563542 0.237345281930704
"over" 0.114644661260852 0.134429652832159 0.152335815842925 0.13863669823821 0.152826331977 0.164187136849979 0.156385133934389 0.171164054162682 0.121345330494311 0.107974703069567 0.146655860445371 0.115193154235405 0.197222888515764 0.144109523237661 0.145593435059655 0.180649601219078 0.227712893949175 0.23643006263048 0.201202843083652 0.220875203589318 0.219187716110883 0.218573926559161 0.212263256977523 0.17013009618246 0.163118409724964 0.138266566109164
"then" 0.0967314329388442 0.0978856695379796 0.107199277815392 0.136182951366737 0.173839952623837 0.166011438370534 0.157569869797529 0.204426704364337 0.279323213590677 0.1784887948701 0.150515225193933 0.199530999300613 0.263852242744063 0.204155157920019 0.204208973849906 0.137637791405011 0.116204002582311 0.204070981210856 0.206123564789502 0.189376478903537 0.191056672331946 0.199145133087235 0.142772309752739 0.172937523512204 0.20130883104946 0.209987726069533
"They" 0.22690089207877 0.232315322370138 0.200857594222523 0.278500269912156 0.155691825701568 0.2572265143983 0.174156171881479 0.0949371474505565 0.231242988300479 0.260020713514466 0.241210296785149 0.143991442794257 0.154580101809653 0.204155157920019 0.23257133132906 0.117975249775724 0.173719114971536 0.150835073068894 0.17058501913614 0.123305983221167 0.094942272753912 0.14571595103944 0.224897974654756 0.241438750357947 0.216196622413246 0.151575647338923
"see" 0.140917396133131 0.165753067084312 0.12186865267434 0.121460470137901 0.173839952623837 0.181518001295254 0.178895115334036 0.139980319598631 0.309087162579848 0.200524448557766 0.275944579522211 0.228329287859464 0.199888062684896 0.266602617989672 0.249588745816552 0.111830705516572 0.166676448148366 0.167536534446764 0.135593220338983 0.15941427737316 0.177577213854539 0.116572760831552 0.204682426371183 0.165638212454871 0.198719649942714 0.156751401150496
"again" 0.130169459139926 0.147481075437223 0.156849469645678 0.172989154438828 0.207270712743806 0.176045096733588 0.193111945691708 0.124041966377004 0.132793003182453 0.1784887948701 0.108062212959747 0.143991442794257 0.151914927640521 0.129698570913895 0.128576020572163 0.124734248460792 0.12911555842479 0.169624217118998 0.173865500273373 0.187071694170431 0.163511691965071 0.136001554303478 0.127610648540058 0.230209041038973 0.22978982322366 0.19815743164308
"time" 0.207793448535295 0.202297050378491 0.18957345971564 0.17912352161751 0.223508510516362 0.219828333226916 0.284336607153435 0.158690560337062 0.164846486709252 0.143231748969833 0.183319825556713 0.160447607685029 0.210548759361424 0.187342380208959 0.158829201883261 0.140710063534588 0.166676448148366 0.140918580375783 0.13231273920175 0.154036446329246 0.179921467502784 0.121429959199534 0.149089668591355 0.134756511827691 0.143699551424373 0.127175665084365
"Hermione" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.33922178531604 0.430584551148225 0.58720612356479 0.472480870286715 0.381527281251831 0.301146298814844 0.322185300769454 0 0 0
"just" 0.244814120400779 0.264943878882798 0.233581584292485 0.197526623153555 0.233060156264924 0.207058222583029 0.165863020839504 0.169085138525079 0.151109279483481 0.123399660650933 0.111921577708309 0.139877401571564 0.197222888515764 0.170529602497898 0.156938378051317 0.053457535054625 0.187804448617877 0.199895615866388 0.120284308365227 0.228941950155189 0.203364003985231 0.165144744511366 0.198365067532566 0.0612019157884098 0.0595511654551457 0.0473211777058102
"don^t" 0.273475285715992 0.279300443748369 0.269690814714511 0.244147813711538 0.287504537031731 0.321989218378014 0.227469285722748 0.132357628927418 0.13737207225771 0.180692360238866 0.16209331943962 0.106965071790019 0.12259801178007 0.18253872943437 0.111558606084671 0.0940115271650302 0.142027114267269 0.125260960334029 0.110442864953527 0.141360130297164 0.162925628553009 0.102001165727608 0.137718422681845 0.0999444129388711 0.0705551851588139 0.0576726853289561
"still" 0.119421522146721 0.152701644479248 0.14895057549086 0.204887863767974 0.205360383594093 0.232598443870803 0.203774568459962 0.10948955691378 0.105318588730911 0.121196095282167 0.115780942456872 0.0946229481219402 0.149249753471389 0.1272967455266 0.107776958420784 0.1210475219053 0.142027114267269 0.145615866388309 0.168398031711318 0.145585568974524 0.14827404325148 0.140858752671459 0.109922043791931 0.165076726988922 0.170885953045201 0.181151383405054
"very" 0.0943430024959098 0.0756982511093709 0.0835025953509366 0.0588899249153457 0.0544443807668061 0.0583776486577702 0.0473894345255725 0.0949371474505565 0.32053483526799 0.286463497939666 0.341553780247771 0.382605833710454 0.351802990325418 0.345862855770386 0.349802408909562 0.0817224386467256 0.172545337167674 0.228601252609603 0.05686167304538 0.192065394425494 0.174060833382172 0.262288711870993 0.203418954603459 0.121280860644922 0.118455035633605 0.0872484213950875
"think" 0.155247978790738 0.167058209344819 0.187316632814263 0.150905432595573 0.184346762947256 0.190639508898031 0.15520039807125 0.142752207115435 0.146530210408224 0.160860271919967 0.154374589942495 0.176903772575801 0.154580101809653 0.172931427885193 0.130466844404107 0.116131886497978 0.169024003756089 0.113778705636743 0.125751776927283 0.160566669739713 0.193400925980191 0.102001165727608 0.152880083894525 0.110051151325948 0.104214539546505 0.088727208198394
"got" 0.112256230817918 0.140955364134691 0.16926201760325 0.153359179467046 0.0945612929107685 0.0903029252674882 0.126766737355906 0.207198591881141 0.141951141332967 0.134417487494767 0.152444907568214 0.125478257292138 0.149249753471389 0.156118650174132 0.147484258891599 0.140710063534588 0.212453782498973 0.20929018789144 0.126845270639694 0.190144740481239 0.157651057844459 0.247717116767049 0.232478805261096 0.0673782559138457 0.0673187087753821 0.0591514721322627
"will" 0.0632934067377623 0.0770033933698773 0.0631911532385466 0.0674780389655003 0.0420272412936749 0.0738842115824904 0.0533131138412691 0.0498939753024822 0.157977883096367 0.154249575813667 0.154374589942495 0.193359937466573 0.20521841102316 0.187342380208959 0.136139315899938 0.0362528111289986 0.109161335759141 0.146659707724426 0.106068890103882 0.095264435635045 0.134208521362011 0.097143967359627 0.107395100256485 0.306571064407998 0.345655677750519 0.422933025745678
"off" 0.128975243918459 0.147481075437223 0.145565335138795 0.160720420081464 0.156646990276425 0.145031970884148 0.154015662208111 0.155918672820257 0.0755546397417405 0.130010356757233 0.133148083825402 0.0987369893446332 0.138589056794862 0.11048396781554 0.113449429916615 0.145011244515994 0.199542226656494 0.163361169102296 0.128485511208311 0.160950800528564 0.142413409130868 0.17971633961531 0.251430881776947 0.118473433315179 0.103567244269819 0.0835514543868211
"re" 0.187491789770352 0.219263899765074 0.212141728729406 0.209795357510919 0.164288306875275 0.139559066322482 0.170601964292061 0.115726303826591 0.10760812326854 0.141028183601067 0.165952684188183 0.152219525239643 0.103941792596146 0.11048396781554 0.0945411915971789 0.10568616125742 0.171371559363812 0.16231732776618 0.176599234554401 0.203205187302173 0.148860106663541 0.140858752671459 0.173095632178099 0.0168445639784614 0.0362485354944365 0.0458423909025036
"What" 0.292582729259467 0.30409814669799 0.268562401263823 0.209795357510919 0.214912029342656 0.195200262699419 0.242870851943559 0.0990949787257633 0.13737207225771 0.101364006963267 0.100343483462622 0.0925659275105937 0.130593534287466 0.134502221688483 0.0869778962694046 0.0786501665171494 0.139679558659546 0.110647181628392 0.127392017495899 0.122921852432316 0.10373322393483 0.131144355935496 0.120029817933718 0.0887147036198968 0.0964469962262685 0.0532363249190364
"go" 0.0943430024959098 0.0952753850169668 0.107199277815392 0.0932423811159641 0.1069784323839 0.123140352637484 0.113734642861374 0.092858231812953 0.185452297547909 0.2049315792953 0.160163637065339 0.14810548401695 0.162575624317049 0.235378887954846 0.136139315899938 0.109987342238826 0.167850225952227 0.129958246346555 0.0825587752870421 0.104483574567469 0.10373322393483 0.131144355935496 0.145299253288185 0.204380709605332 0.223316870456796 0.180411990003401
"eyes" 0.137334750468729 0.121378230227095 0.14895057549086 0.13863669823821 0.219687852216937 0.165099287610256 0.17297143601834 0.0970160630881599 0.0984499851180255 0.0903461801194332 0.0945544363397785 0.0946229481219402 0.0612990058900349 0.0912693647171851 0.0605063626221945 0.0915537094613692 0.169024003756089 0.164926931106472 0.16566429743029 0.130220337420485 0.120142999472543 0.136001554303478 0.131401063843228 0.109489665859999 0.165060295555023 0.115345370657912
"than" 0.0859834959456393 0.0939702427564605 0.11509817197021 0.106737988909064 0.0878751408867748 0.0866543222263776 0.100702548366842 0.104638753759372 0.208347642924193 0.200524448557766 0.169812048936745 0.20158801991196 0.117267663441806 0.201753332532725 0.189082383194358 0.125963157312622 0.115030224778449 0.138308977035491 0.120284308365227 0.122921852432316 0.142413409130868 0.121429959199534 0.117502874398272 0.170691581648409 0.156645456958101 0.181151383405054
"before" 0.0859834959456393 0.0756982511093709 0.0936583164071316 0.0944692545517005 0.0792786597130686 0.102160885151098 0.094778869051145 0.142059235236234 0.151109279483481 0.1454353143386 0.133148083825402 0.162504628296376 0.146584579302257 0.139305872463072 0.187191559362414 0.103842797979674 0.104466224543694 0.125782881002088 0.124111536358666 0.136750560830952 0.13362245794995 0.102001165727608 0.127610648540058 0.197081398547999 0.183184563302242 0.20037561184804
"right" 0.134946320025795 0.154006786739755 0.186188219363575 0.177896648181774 0.163333142300418 0.197936714980252 0.194296681554847 0.128199797652211 0.155688348558738 0.1917101870827 0.160163637065339 0.137820380960217 0.165240798486181 0.0576438092950642 0.141811787395768 0.107529524535165 0.131463114032514 0.146659707724426 0.116457080371788 0.150195138440736 0.124245443356971 0.111715562463571 0.138981894449569 0.0774849943009225 0.0744389568189321 0.0569332919273028
"here" 0.136140535247262 0.118767945706082 0.152335815842925 0.198753496589292 0.179570940072975 0.194288111939141 0.176525643607758 0.0789987942289302 0.100739519655654 0.130010356757233 0.127359036702559 0.0863948656765541 0.173236320993577 0.144109523237661 0.136139315899938 0.0706622589802514 0.131463114032514 0.111691022964509 0.135046473482777 0.1167757598107 0.104319287346891 0.0680007771517389 0.136454950914122 0.142617308350973 0.146936027807805 0.123478698076098
"get" 0.168384346226877 0.147481075437223 0.150078988941548 0.149678559159837 0.128947217605593 0.169660041411645 0.152830926344971 0.129585741410614 0.0984499851180255 0.101364006963267 0.146655860445371 0.152219525239643 0.130593534287466 0.194547856370842 0.149375082723543 0.103228343553759 0.140853336463407 0.150835073068894 0.109896118097321 0.133293383731293 0.118970872648421 0.174859141247329 0.22995186172565 0.0802924216306661 0.084795681245914 0.0517575381157299
"away" 0.133752104804328 0.107021665361524 0.0767321146468066 0.153359179467046 0.195808737845531 0.146856272404703 0.1386140959873 0.0956301193297576 0.164846486709252 0.114585399175867 0.14472617807109 0.164561648907722 0.133258708456598 0.144109523237661 0.124794372908276 0.130264338294029 0.104466224543694 0.0939457202505219 0.0677966101694915 0.097569220368151 0.0902537654574225 0.097143967359627 0.0884430237406345 0.177429407239794 0.218138508243305 0.185587743814974
"thought" 0.137334750468729 0.127903941529627 0.109456104716768 0.127594837316582 0.167153800599843 0.140471217082759 0.161124077386947 0.146910038390642 0.116766261419054 0.116788964544633 0.158233954691058 0.139877401571564 0.13592388262573 0.163324126336015 0.13235766823605 0.174505056959925 0.0903808908973531 0.101774530271399 0.0984144341170038 0.116391629021849 0.145343726191174 0.0631435787837575 0.118766346165995 0.113981549587589 0.128811760060587 0.0968605356165802
"I^m" 0.244814120400779 0.242756460454189 0.274204468517265 0.231879079354174 0.194853573270675 0.197024564219974 0.193111945691708 0.148295982149044 0.0755546397417405 0.1123818338071 0.104202848211184 0.137820380960217 0.130593534287466 0.120091269364717 0.0586155387902509 0.10814397896108 0.117377780386173 0.102818371607516 0.117003827227993 0.123690114010018 0.123073316532849 0.136001554303478 0.149089668591355 0.0207749622401024 0.033659354387691 0.0317939162710912
"We" 0.151665333126336 0.109631949882537 0.125253893026405 0.117779849830691 0.366783196744799 0.373069660953562 0.231023493312166 0.0505869471816834 0.132793003182453 0.167470968026266 0.109991895334028 0.0699387007857819 0.0772900509048266 0.112885793202834 0.10021366309301 0.0344094478512529 0.0845120018780445 0.0715031315240083 0.114270092946966 0.0798992040810055 0.07911856062826 0.0631435787837575 0.0593831730829975 0.145424735680717 0.201956126326146 0.088727208198394
"came" 0.0740413437309672 0.0965805272774732 0.0857594222523132 0.0981498748589096 0.088830305461631 0.0957758298291542 0.0876704538723092 0.0665253004033096 0.277033679053049 0.268834974989533 0.21033537879665 0.187188875632534 0.175901495162709 0.232977062567551 0.230680507497116 0.0577587160360316 0.0927284465050766 0.0657620041753653 0.0770913067249863 0.0583878799053502 0.0521596436734455 0.0777151738877016 0.0947603825792513 0.236385381164409 0.235615480713837 0.336423997752244
"too" 0.133752104804328 0.174889062907857 0.160234709997743 0.166854787260146 0.17575028177355 0.186078755096642 0.150461454618693 0.0769198785913268 0.135082537720081 0.1388246182323 0.12928871907684 0.123421236680792 0.0986114442578822 0.122493094752012 0.145593435059655 0.0872525284799626 0.127941780620928 0.133611691022964 0.0945872061235648 0.122921852432316 0.111938111703686 0.116572760831552 0.123820233236888 0.0976984710750762 0.115218559250173 0.093902962009967
"through" 0.0943430024959098 0.0678673975463325 0.0970435567591966 0.106737988909064 0.112709419833037 0.111282392753874 0.1386140959873 0.134436544565022 0.0801337088169975 0.0947533108569666 0.0964841187140597 0.0719957213971284 0.0826203992430905 0.0888675393298907 0.0586155387902509 0.141324517960503 0.187804448617877 0.142484342379958 0.151448879168945 0.13598229925325 0.116040555588115 0.0825723722556829 0.150353140359079 0.118473433315179 0.110687492313369 0.110909010247993
"only" 0.10270250904618 0.0913599582354477 0.103814037463327 0.0760661530156549 0.0869199763119185 0.080269266904434 0.0817467745566126 0.101173894363367 0.155688348558738 0.156453141182433 0.181390143182432 0.174846751964455 0.173236320993577 0.180136904047076 0.192864030858245 0.115517432072063 0.12207289160162 0.109081419624217 0.112629852378349 0.112166190344488 0.112524175115748 0.131144355935496 0.127610648540058 0.146547706612614 0.13722659865751 0.14196353311743
"long" 0.0824008502812377 0.0783085356303837 0.0902730760550666 0.089561760808755 0.101247444934762 0.0793571161441563 0.0781925669671947 0.0907793161753496 0.128213934107196 0.182895925607633 0.158233954691058 0.111079113012712 0.138589056794862 0.146511348624955 0.168283321042978 0.0823368930726408 0.131463114032514 0.0918580375782881 0.0831055221432477 0.0875818198580253 0.0843931313368106 0.126287157567515 0.0884430237406345 0.222348244515691 0.251797862630996 0.198896825044733
"way" 0.127781028696992 0.104411380840512 0.126382306477093 0.0956961279874368 0.185301927522112 0.164187136849979 0.124397265629628 0.102559838121769 0.096160450580397 0.1256032260197 0.111921577708309 0.129592298514831 0.103941792596146 0.122493094752012 0.13235766823605 0.121661976331216 0.113856446974588 0.103862212943633 0.0524876981957354 0.0994898743124059 0.0937701459297896 0.131144355935496 0.117502874398272 0.146547706612614 0.189657516069105 0.116824157461219
"going" 0.123004167811123 0.12659879926912 0.139923267885353 0.134956077931001 0.105068103234187 0.119491749596373 0.125582001492767 0.0963230912089587 0.121345330494311 0.116788964544633 0.115780942456872 0.14810548401695 0.138589056794862 0.120091269364717 0.0964320154291225 0.104457252405589 0.124420447209343 0.1419624217119 0.101148168398032 0.147506222918779 0.111352048291625 0.155430347775403 0.169305216874929 0.0898376745517942 0.0860902717992867 0.0805938807802079
"face" 0.131363674361393 0.125293657008614 0.104942450914015 0.115326102959219 0.139454027929012 0.12861325719915 0.110180435271956 0.103945781880171 0.146530210408224 0.0991604415944999 0.115780942456872 0.106965071790019 0.146584579302257 0.136904047075778 0.0813054247735738 0.130264338294029 0.138505780855684 0.145093945720251 0.127938764352105 0.153652315540395 0.129520014065522 0.150573149407422 0.109922043791931 0.0527796337991791 0.0634349371152639 0.0768969137719415
"There" 0.095537217717377 0.0913599582354477 0.107199277815392 0.115326102959219 0.135633369629587 0.181518001295254 0.117288850450792 0.0887004005377462 0.109897657806168 0.123399660650933 0.138937130948246 0.14193442218291 0.127928360118334 0.136904047075778 0.128576020572163 0.0743489855357428 0.113856446974588 0.0918580375782881 0.10388190267906 0.0760578961924956 0.102561097110707 0.111715562463571 0.0846526084374645 0.201573282275588 0.168296771938455 0.116084764059566
"come" 0.0728471285095 0.0756982511093709 0.0496501918302866 0.0625705452225548 0.0792786597130686 0.0711477593016574 0.0580520572938263 0.0984020068465622 0.171715090322137 0.136621052863533 0.165952684188183 0.123421236680792 0.154580101809653 0.148913174012249 0.155047554219373 0.0946259815909454 0.105640002347556 0.0991649269311065 0.0902132312739202 0.10102639746781 0.0931840825177284 0.111715562463571 0.0897064955083579 0.173499008978153 0.212312850753128 0.249175576357157
"some" 0.132557889582861 0.129209083790133 0.132024373730535 0.0993767482946459 0.138498863354156 0.106721638952486 0.135059888397882 0.0942441755713553 0.125924399569567 0.123399660650933 0.135077766199684 0.0905089068992471 0.12259801178007 0.151314999399544 0.119121901412445 0.0755778943875733 0.0598626679969482 0.0892484342379958 0.0705303444505194 0.0895024738022802 0.063294848502608 0.0777151738877016 0.0897064955083579 0.171253067114358 0.225906051563542 0.189284710823241
"A" 0.268698424830123 0.261028452101279 0.19634394041977 0.238013446532856 0.152826331977 0.158714232288313 0.167047756702643 0.0866214849001428 0.0892918469675115 0.0749212225380666 0.0578904712284358 0.0678816801744353 0.0772900509048266 0.0912693647171851 0.049161419630533 0.0798790753689799 0.12911555842479 0.0934237995824635 0.0481137233460908 0.0902707353799822 0.0832210045126883 0.174859141247329 0.138981894449569 0.0999444129388711 0.111334787590055 0.0865090279934342
"No" 0.211376094199697 0.259723309840773 0.235838411193861 0.17912352161751 0.16046764857585 0.201585318021363 0.1717867001552 0.146217066511441 0.0618174325159695 0.0749212225380666 0.0578904712284358 0.0761097626198215 0.0799552250739586 0.084063888555302 0.085087072437461 0.0798790753689799 0.0833382240741828 0.0829853862212944 0.105522143247676 0.0810515964475585 0.11369630193987 0.0777151738877016 0.0770717778311244 0.0612019157884098 0.108745606483309 0.0687635863537554
"can" 0.131363674361393 0.0913599582354477 0.104942450914015 0.123914217009373 0.0859648117370623 0.114930995794985 0.0888551897354485 0.0990949787257633 0.174004624859766 0.136621052863533 0.131218401451121 0.170732710741762 0.125263185949202 0.122493094752012 0.124794372908276 0.0651321691470144 0.109161335759141 0.0965553235908142 0.102788408966648 0.127915552687379 0.128933950653461 0.0825723722556829 0.0909699672760812 0.13531799729364 0.141757665594314 0.113866583854606
"which" 0.0286611653152131 0.0221874184286087 0.0282103362672083 0.00736124061441822 0.0200584560719812 0.0337495781302734 0.0225099813996469 0.16977811040428 0.190031366623165 0.207135144664066 0.272085214773648 0.222158226025425 0.20521841102316 0.244986189504023 0.243916274320722 0.154228060904723 0.0950760021128001 0.13517745302714 0.0787315472936031 0.140207737930611 0.140069155482623 0.10685836409559 0.104868156721038 0.120719375178973 0.104214539546505 0.0850302411901276
"little" 0.109867800374984 0.122683372487601 0.0733468742947416 0.115326102959219 0.0916957991861998 0.0738842115824904 0.0746383593777767 0.0887004005377462 0.148819744945853 0.240188625195566 0.189108872679557 0.218044184802732 0.202553236854028 0.18253872943437 0.209881445345737 0.158529241886129 0.0622102236046716 0.0454070981210856 0.120831055221432 0.0802833348698565 0.130106077477583 0.0922867689916456 0.0846526084374645 0.113981549587589 0.13010635061396 0.116084764059566
"didn^t" 0.152859548347803 0.216653615244062 0.207628074926653 0.15213230603131 0.189122585821537 0.199761016500807 0.290260286469132 0.157304616578659 0.077844174279369 0.0374606112690333 0.131218401451121 0.0802238038425145 0.0799552250739586 0.11048396781554 0.0737421294457995 0.0497708084991336 0.174892892775398 0.156054279749478 0.0585019136139967 0.0787468117144525 0.0884955752212389 0.204002331455217 0.238796164099713 0.0140371366487178 0.0103567244269819 0.0118302944264525
"asked" 0.205405018092361 0.212738188462542 0.190701873166328 0.175442901310301 0.151871167402143 0.124052503397762 0.168232492565782 0.153839757182654 0.036632552602056 0.110178268438333 0.0887653892169349 0.0699387007857819 0.0932810959196183 0.0672511108442416 0.0964320154291225 0.135179973701351 0.0551675567815013 0.0652400835073069 0.139967195188628 0.121385329276912 0.131864267713767 0.0680007771517389 0.0732813625279543 0.0724316251073841 0.0362485354944365 0.0221818020495985
"though" 0.0644876219592295 0.0613416862438006 0.0507786052809749 0.0699317858369731 0.100292280359906 0.0510804425755489 0.140983567713578 0.133050600806619 0.073265105204112 0.0705140918005333 0.0984138010883409 0.0925659275105937 0.0639641800591669 0.0456346823585925 0.0831962486055174 0.0755778943875733 0.133810669640237 0.213987473903967 0.109896118097321 0.184766909437325 0.174646896794233 0.116572760831552 0.108658572024208 0.0859072762901532 0.0686132993287548 0.0909453884033539
"head" 0.168384346226877 0.165753067084312 0.19634394041977 0.190165382539137 0.169064129749556 0.165099287610256 0.143353039439857 0.0589026097320971 0.141951141332967 0.0793283532755999 0.100343483462622 0.102851030567326 0.0799552250739586 0.0936711901044794 0.103995310756897 0.0712767134061667 0.125594225013205 0.111691022964509 0.101694915254237 0.129836206631634 0.0814628142765047 0.0777151738877016 0.121293289701442 0.055025575662974 0.0886794529060321 0.0658060127471422
"never" 0.114644661260852 0.103106238580005 0.14218009478673 0.114099229523482 0.171929623474125 0.135910463281371 0.139798831850439 0.110182528792982 0.135082537720081 0.141028183601067 0.12928871907684 0.154276545850989 0.119932837610938 0.136904047075778 0.138030139731881 0.151770243201062 0.130289336228652 0.0913361169102297 0.110989611809732 0.0672228880489229 0.0943562093418508 0.121429959199534 0.138981894449569 0.0830998489604097 0.0666714134986957 0.0502787513124233
"us" 0.0644876219592295 0.056121117201775 0.0722184608440533 0.0601167983510821 0.143274686228437 0.134086161760816 0.0900399255985878 0.0332626502016548 0.247269730063878 0.1917101870827 0.164023001813901 0.119307195458098 0.146584579302257 0.0648492854569473 0.130466844404107 0.029493812443931 0.0657315570162568 0.0720250521920668 0.123018042646255 0.10486770535632 0.0785324972161988 0.0680007771517389 0.102341213185591 0.182482776433332 0.242735728757387 0.130872632092631
"two" 0.11583887648232 0.148786217697729 0.132024373730535 0.128821710752319 0.11461974898275 0.145944121644425 0.167047756702643 0.140673291477832 0.176294159397395 0.1652674026575 0.135077766199684 0.178960793187148 0.157245275978785 0.112885793202834 0.109667782252728 0.100156071424182 0.0680791126239803 0.0788100208768267 0.0951339529797704 0.0868135582803233 0.0832210045126883 0.097143967359627 0.097287326114698 0.0808539070966148 0.0822065001391685 0.0702423731570619
